	no	0.7857546183913015	yes	0.2142453816086987
	no	0.4518234744683057	yes	0.5481765255316943
	no	0.011111524214555262	yes	0.9888884757854448
	no	0.4908805331065717	yes	0.5091194668934282
	no	0.9981302827291214	yes	0.0018697172708786573
	no	0.9053661206701497	yes	0.09463387932985035
	no	0.9943720849746045	yes	0.005627915025395427
	no	0.9993721208630506	yes	6.278791369493399E-4
	no	0.6657725216404026	yes	0.33422747835959743
	no	0.9194519725761734	yes	0.08054802742382663
	no	0.05817564284462211	yes	0.9418243571553779
	no	0.12312016956301716	yes	0.8768798304369829
	no	0.10988212041366449	yes	0.8901178795863356
	no	0.9999224708856117	yes	7.752911438819451E-5
	no	0.9795146963664082	yes	0.020485303633591863
	no	0.9659162497129701	yes	0.0340837502870299
	no	0.9917749624353452	yes	0.008225037564654767
	no	0.9925263076282989	yes	0.007473692371701135
	no	0.9921445065456598	yes	0.007855493454340324
	no	0.9938373119129528	yes	0.006162688087047274
	no	0.9986452238590272	yes	0.0013547761409727064
	no	0.10022428481882029	yes	0.8997757151811798
	no	0.09151393540077256	yes	0.9084860645992274
	no	0.9999658008748917	yes	3.419912510838352E-5
	no	0.9977585302777379	yes	0.002241469722262218
	no	0.9983546269473451	yes	0.0016453730526549192
	no	0.14403682915403665	yes	0.8559631708459634
	no	0.8721063069959208	yes	0.12789369300407924
	no	0.9720749382089311	yes	0.02792506179106898
	no	0.10438653398125212	yes	0.895613466018748
	no	0.9999875200083851	yes	1.2479991614982247E-5
	no	0.007009801896513334	yes	0.9929901981034865
	no	0.9965213329210465	yes	0.003478667078953548
	no	2.3357788043998932E-5	yes	0.9999766422119559
