	no	0.9458276422912585	yes	0.05417235770874141
	no	0.9834818445761095	yes	0.016518155423890363
	no	0.9984747651885763	yes	0.001525234811423761
	no	0.05745767375684707	yes	0.942542326243153
	no	0.7462417131683201	yes	0.2537582868316798
	no	0.9988488767620717	yes	0.001151123237928239
	no	0.9893864311056454	yes	0.010613568894354691
	no	0.992737626750633	yes	0.007262373249366986
	no	0.8088743226312389	yes	0.19112567736876107
	no	0.9625117800985254	yes	0.03748821990147465
	no	0.9837334860751654	yes	0.016266513924834643
	no	0.9986467722338717	yes	0.0013532277661283641
	no	0.870827871720728	yes	0.129172128279272
	no	0.9976133288152207	yes	0.0023866711847793215
	no	0.9997909609049597	yes	2.0903909504034387E-4
	no	0.9994254676503763	yes	5.745323496237056E-4
	no	0.09798442246174933	yes	0.9020155775382507
	no	0.013972664091172298	yes	0.9860273359088277
	no	0.9382648057724703	yes	0.061735194227529634
	no	0.996147419096327	yes	0.003852580903673022
	no	0.016212591423081842	yes	0.9837874085769182
	no	0.9999257592806454	yes	7.424071935462127E-5
	no	0.9994789800559641	yes	5.210199440358877E-4
	no	0.8145493588222775	yes	0.18545064117772245
	no	0.890537795813548	yes	0.10946220418645208
	no	0.7931961380144822	yes	0.20680386198551784
	no	0.886745216517907	yes	0.11325478348209289
	no	0.9919925970568569	yes	0.008007402943143194
	no	0.013617195520677831	yes	0.9863828044793223
	no	0.005730942859602021	yes	0.9942690571403979
