	9	0.733952377172394	6	0.005343125002238292	4	6.144930391114994E-4	5	0.09778471790246315	8	0.0033103118508479236	1	0.015163379121950798	12	0.0018836121984803873	7	0.13301429053279104	11	0.0068869138217722906	2	2.0681709346620164E-4	3	3.7552859742142236E-4	10	0.0011241526940679826	13	1.7841726343411377E-4	14	1.6186370956082355E-4
	9	0.0038102865050853437	6	0.00105100175987145	4	0.0013651395698451789	5	4.276150427130398E-4	8	0.1829511955229161	1	7.822510879630069E-4	12	8.672788722804789E-4	7	0.6603318359202088	11	1.0244628381843494E-4	2	0.0015162833180879245	3	0.1462887600479815	10	8.281806951726349E-5	13	8.785923258841096E-5	14	3.35228767122821E-4
	9	1.2998407621040564E-4	6	0.0011061770326320796	4	0.9950658695634216	5	1.2048586088051027E-4	8	5.918596385898161E-4	1	3.13292554057388E-4	12	4.212058540826017E-4	7	8.707594843419629E-4	11	2.2428858823562653E-5	2	7.834223045589283E-4	3	4.187401801724856E-4	10	1.4954810888994363E-5	13	1.568627419740131E-5	14	1.2513350714245364E-4
	9	7.923318786458104E-4	6	0.002247167096592721	4	0.002270858008431744	5	0.983945290487418	8	0.0042361940961986215	1	0.0017327023404965407	12	0.001029752117992385	7	0.001121192610954524	11	2.147251252175704E-4	2	0.0011184896861431975	3	7.389536369114097E-4	10	2.468852063006518E-4	13	1.0193469345865141E-4	14	2.035230152378523E-4
	9	0.03891256732582349	6	1.864662180938618E-4	4	1.4794927246984885E-4	5	3.7855263039238287E-4	8	0.21813798753166716	1	3.6945897061699257E-4	12	4.620469101442379E-4	7	0.739232348514654	11	0.0017668455358944132	2	4.3013875774931826E-5	3	8.878969218530185E-5	10	8.083257402138366E-5	13	1.1274136315745701E-4	14	8.039958510467622E-5
	9	0.08574407422273411	6	5.126653674157809E-4	4	7.280433249338368E-4	5	0.0013505399433193991	8	0.23499482264726446	1	8.807868345375813E-4	12	0.00650101111529073	7	0.6285405672339456	11	0.0014102621869436067	2	4.858477020151762E-4	3	9.354098706950606E-4	10	3.8990971965010646E-4	13	0.03707932335610354	14	4.4673647515096305E-4
	9	0.8862811976547516	6	0.005407501430936766	4	3.3623828508709357E-4	5	0.07731754272131872	8	0.0017758133673208619	1	0.007632601520216373	12	0.0010242406136836825	7	0.015539301883706634	11	0.0035735699232942175	2	1.134278766564142E-4	3	2.0579074258890852E-4	10	6.061875980155545E-4	13	9.78146376501317E-5	14	8.877174477318321E-5
	9	3.6595762945317804E-4	6	0.3443173862637116	4	0.02535088913911692	5	3.454998908098434E-4	8	0.003065359067850195	1	0.005122072784093384	12	0.004354924493516268	7	0.0037872831342741042	11	2.7336169414408673E-4	2	0.18224463154954756	3	0.43020097795474793	10	1.9794397389841334E-4	13	1.9265028799641938E-4	14	1.8106213684006647E-4
	9	0.003123063641265723	6	0.967779081402619	4	0.007798087608922694	5	0.0013789498574699622	8	0.0019266525937778035	1	0.0029534067001930754	12	0.0018499491282922907	7	0.0028614984511862464	11	0.0015440984010460983	2	0.0035526239578901947	3	0.00333520863457134	10	0.001022186542986349	13	5.079733900515617E-4	14	3.6721968972765445E-4
	9	0.05016180899008263	6	8.932335509230716E-5	4	9.17204900394539E-5	5	0.0013901555478199818	8	0.16237252763643165	1	2.5947873850704675E-4	12	1.6162004697206314E-4	7	0.782049442461892	11	0.001568495861859022	2	1.0132365038568058E-4	3	5.06791094253249E-5	10	4.448461237839176E-5	13	5.2090009968472334E-5	14	0.0016068494891457784
	9	0.9941661170096417	6	3.394815508468215E-5	4	4.586884919861105E-5	5	3.6169321749218096E-4	8	3.4232601138203805E-4	1	4.311003797506846E-4	12	1.9226898577894992E-4	7	4.090080513142406E-4	11	0.0017935025813257805	2	1.9409638209142541E-4	3	0.001844489983480051	10	3.173206623349924E-5	13	1.1182296146067196E-4	14	4.202536576528686E-5
	9	0.9941661170096417	6	3.394815508468215E-5	4	4.586884919861105E-5	5	3.6169321749218096E-4	8	3.4232601138203805E-4	1	4.311003797506846E-4	12	1.9226898577894992E-4	7	4.090080513142406E-4	11	0.0017935025813257805	2	1.9409638209142541E-4	3	0.001844489983480051	10	3.173206623349924E-5	13	1.1182296146067196E-4	14	4.202536576528686E-5
	9	0.09096609930321262	6	1.2186237476901871E-4	4	7.169799565373082E-5	5	7.067830600652674E-4	8	0.31640433100512017	1	5.909775516483983E-4	12	4.2822700544118916E-4	7	0.5889811261753696	11	8.425182835662741E-4	2	1.2940202703575098E-4	3	8.561711554117778E-5	10	8.286092824441353E-5	13	1.706061845271164E-4	14	4.178909898054636E-4
