	7	1.905988916559554E-18	15	1.0	9	1.3370480122777506E-21	10	4.545483793199544E-97	11	9.281034778791538E-17	1	1.0961708217771955E-150	4	6.503458723696207E-33	5	2.82739174787867E-58	8	3.686336074041572E-199	2	1.8913854485059095E-252	13	7.904705787556373E-254	6	0.0	3	1.446642183906837E-270	12	0.0	14	0.0
	7	1.4438545455031362E-61	15	1.0	9	6.778166382090713E-55	10	7.242254119350704E-74	11	1.9218619748095997E-38	1	3.065055372320812E-94	4	8.162258314001714E-48	5	8.405766842216722E-64	8	2.5817945915096305E-138	2	3.3216812906990095E-157	13	4.779063450455548E-165	6	6.821373237411178E-250	3	6.687661998408685E-154	12	9.543832640779427E-239	14	6.532799661639785E-258
	7	1.888107083862529E-14	15	0.9973629341934933	9	7.932374034066401E-11	10	3.57513531090817E-25	11	2.5983752135056717E-4	1	7.052593129327654E-45	4	7.790050646464124E-11	5	0.00237722812791317	8	3.300371157871907E-60	2	3.555691760939706E-69	13	1.558067152629249E-72	6	7.323798150244449E-124	3	5.506017858636633E-79	12	5.874634261124881E-119	14	1.3040919839703927E-131
	7	1.920067462421814E-60	15	1.0	9	1.23057138264471E-57	10	1.7045918558164359E-87	11	2.289660100510802E-38	1	6.571358578071763E-105	4	6.972494529481568E-40	5	5.0030993062636844E-48	8	1.2890110025893477E-129	2	1.4787687348548535E-153	13	1.2142262273180109E-157	6	6.471116333819655E-259	3	3.92850072834825E-149	12	4.39645904685125E-244	14	8.25750838363166E-263
	7	2.419902833619381E-35	15	0.9999999999999989	9	1.1349186992387577E-15	10	1.0019923063602864E-88	11	7.727846464553097E-39	1	3.1742764708171367E-97	4	1.7256390711400786E-30	5	7.85608606871346E-52	8	1.2445461268354428E-143	2	1.5961849811312644E-177	13	1.491620329198993E-188	6	6.6817E-320	3	3.0853899331173595E-193	12	1.423446838653802E-302	14	0.0
	7	3.1234703521688885E-30	15	0.9999983904415198	9	1.9368083588182428E-13	10	2.873478685263033E-38	11	1.6095580519227704E-6	1	2.2448901525897774E-104	4	2.3471949242986684E-13	5	1.980328438040357E-39	8	3.222344291257472E-136	2	2.676614089957395E-174	13	1.0536262036867108E-159	6	3.1850750334652984E-293	3	3.5477080623702466E-183	12	6.780109266586757E-267	14	2.8501208636419142E-303
	7	1.8830524711894844E-35	15	4.8192085361575146E-26	9	0.999999995616069	10	5.883364305442368E-57	11	4.3839302176974E-9	1	5.149164603531065E-66	4	6.105715740183174E-16	5	4.9299158829658026E-42	8	5.662240502464235E-98	2	7.505037780273489E-119	13	1.2879228583366607E-109	6	3.02189969045169E-203	3	6.782888196993633E-119	12	5.3873637216397035E-188	14	2.647235710944597E-208
	7	9.026567641172496E-18	15	3.464798197246689E-36	9	1.0	10	5.635458466079235E-78	11	3.687665208311868E-44	1	7.227007172735221E-108	4	6.020692877255112E-81	5	1.5025220427908812E-74	8	1.8171983532128506E-141	2	3.0176327777287993E-145	13	7.278242408762975E-169	6	1.2787534120333345E-249	3	1.817965850449272E-148	12	5.235366791813908E-230	14	1.927077427067002E-251
	7	0.0011053559765143548	15	7.436401028211699E-8	9	8.400727288647444E-7	10	3.809429355837162E-17	11	0.998893729517133	1	2.29183377851016E-35	4	6.960058090436066E-11	5	1.2889974374008208E-14	8	4.875320786409943E-54	2	5.697344591057144E-69	13	9.779461952061585E-59	6	2.549284902528717E-119	3	8.225837450679737E-72	12	5.451716884942289E-114	14	5.492899233164395E-132
	7	0.9999999859084365	15	2.4500066139873515E-23	9	3.7715624477334636E-33	10	2.7723313194568685E-76	11	1.4091563570811755E-8	1	2.0315122087303677E-113	4	3.8704992582226137E-19	5	4.078906488567173E-31	8	9.363467104231877E-147	2	1.6716585470130414E-199	13	1.698139717588234E-185	6	0.0	3	7.274173040760246E-197	12	2.51009233E-315	14	0.0
